ts,elapsed_s,iters,errors,rps,p50_ms,p99_ms,max_ms
1780979786,64922,3236290,0,49.8,0.39,7.79,8.24
1780979846,64982,3239281,0,49.8,0.41,7.91,8.40
1780979906,65042,3242272,0,49.8,0.42,7.93,8.62
1780979967,65102,3245263,0,49.8,0.40,7.85,8.68
1780980027,65162,3248254,0,49.8,0.38,7.80,8.68
1780980087,65222,3251245,0,49.8,0.40,7.84,8.33
1780980147,65282,3254236,0,49.8,0.42,7.83,8.50
1780980207,65342,3257227,0,49.8,0.41,7.87,8.18
1780980267,65402,3260218,0,49.8,0.41,7.86,8.43
1780980327,65462,3263209,0,49.8,0.41,8.00,8.59
1780980387,65522,3266200,0,49.8,0.41,7.93,8.59
1780980447,65582,3269191,0,49.8,0.40,7.82,8.34
1780980507,65642,3272183,0,49.8,0.38,7.78,8.36
1780980567,65702,3275174,0,49.8,0.41,7.81,8.36
1780980627,65762,3278165,0,49.8,0.41,7.85,8.51
1780980687,65822,3281156,0,49.8,0.40,8.27,8.94
1780980747,65882,3284147,0,49.8,0.40,7.85,8.45
1780980807,65942,3287138,0,49.8,0.40,7.84,8.57
1780980867,66002,3290129,0,49.8,0.40,7.82,8.19
1780980927,66062,3293120,0,49.8,0.40,7.89,8.96
1780980987,66122,3296111,0,49.8,0.40,7.93,8.96
1780981047,66182,3299102,0,49.8,0.39,7.98,8.59
1780981107,66242,3302093,0,49.8,0.39,7.88,8.28
1780981167,66302,3305084,0,49.8,0.40,7.88,8.42
1780981227,66362,3308075,0,49.8,0.41,7.98,8.84
1780981287,66422,3311066,0,49.8,0.41,7.93,8.84
1780981347,66482,3314057,0,49.8,0.41,7.97,8.85
1780981407,66542,3317048,0,49.8,0.41,7.96,8.85
1780981467,66602,3320039,0,49.8,0.41,7.89,8.45
1780981527,66662,3323030,0,49.8,0.40,7.96,8.54
1780981587,66722,3326021,0,49.8,0.38,7.87,8.79
1780981647,66782,3329012,0,49.8,0.42,7.91,8.40
1780981707,66842,3332003,0,49.8,0.41,7.93,8.71
1780981767,66902,3334994,0,49.8,0.39,7.95,8.71
1780981827,66962,3337985,0,49.8,0.41,7.96,8.45
1780981887,67022,3340976,0,49.8,0.41,7.89,8.35
1780981947,67082,3343967,0,49.8,0.42,7.90,8.31
1780982007,67142,3346958,0,49.8,0.39,7.86,8.47
1780982067,67202,3349949,0,49.8,0.38,7.94,8.47
1780982127,67262,3352940,0,49.8,0.40,7.95,8.68
1780982187,67322,3355931,0,49.8,0.41,7.88,8.64
1780982247,67382,3358922,0,49.8,0.39,7.89,8.76
1780982307,67442,3361913,0,49.8,0.40,7.85,8.22
1780982367,67502,3364904,0,49.8,0.40,7.85,8.27
1780982427,67562,3367895,0,49.8,0.41,7.87,8.69
1780982487,67622,3370886,0,49.8,0.40,7.85,8.69
1780982547,67682,3373877,0,49.8,0.41,7.88,8.51
1780982607,67742,3376868,0,49.8,0.39,7.92,8.51
1780982667,67802,3379859,0,49.8,0.41,7.94,8.81
1780982727,67862,3382850,0,49.8,0.42,7.96,8.73
1780982787,67922,3385841,0,49.8,0.42,7.97,8.70
1780982847,67982,3388832,0,49.8,0.38,7.87,8.47
1780982907,68042,3391823,0,49.8,0.40,7.91,8.55
1780982967,68102,3394814,0,49.8,0.42,7.92,8.70
1780983027,68162,3397805,0,49.8,0.41,7.88,8.47
1780983087,68222,3400796,0,49.8,0.39,7.82,8.41
1780983147,68282,3403787,0,49.8,0.38,7.79,8.38
1780983207,68342,3406778,0,49.8,0.40,7.94,8.34
1780983267,68402,3409769,0,49.8,0.41,7.96,8.88
1780983327,68462,3412760,0,49.8,0.41,7.99,8.88
1780983387,68522,3415751,0,49.8,0.38,7.83,8.60
1780983447,68582,3418742,0,49.8,0.40,7.82,8.60
1780983507,68642,3421733,0,49.8,0.41,7.85,8.70
1780983567,68702,3424724,0,49.8,0.41,7.90,8.24
1780983627,68762,3427715,0,49.8,0.39,7.77,8.90
1780983687,68822,3430706,0,49.8,0.39,7.75,8.90
1780983747,68882,3433697,0,49.8,0.37,7.79,8.95
1780983807,68942,3436688,0,49.8,0.42,8.02,8.95
1780983867,69002,3439679,0,49.8,0.41,7.94,8.76
1780983927,69062,3442670,0,49.8,0.41,7.91,8.21
1780983987,69122,3445661,0,49.8,0.39,7.80,8.60
1780984047,69182,3448652,0,49.8,0.40,7.76,8.60
1780984107,69242,3451643,0,49.8,0.40,7.79,8.83
1780984167,69302,3454634,0,49.8,0.41,7.86,8.83
1780984227,69362,3457625,0,49.8,0.42,8.03,8.96
1780984287,69422,3460616,0,49.8,0.43,7.94,8.52
1780984347,69482,3463607,0,49.8,0.42,7.86,8.25
1780984407,69542,3466598,0,49.8,0.41,7.84,8.25
1780984467,69602,3469589,0,49.8,0.40,7.86,8.75
1780984527,69662,3472580,0,49.8,0.41,7.92,8.58
1780984587,69722,3475571,0,49.8,0.40,7.89,8.30
1780984647,69782,3478562,0,49.8,0.40,7.87,8.37
1780984707,69842,3481553,0,49.8,0.40,7.91,8.60
1780984767,69902,3484544,0,49.8,0.41,7.90,8.25
1780984827,69962,3487535,0,49.8,0.42,8.06,8.51
1780984887,70022,3490526,0,49.8,0.43,8.05,8.44
1780984947,70082,3493517,0,49.8,0.42,7.91,8.22
1780985007,70142,3496508,0,49.8,0.39,7.82,8.26
1780985067,70202,3499499,0,49.8,0.41,7.88,8.77
1780985127,70262,3502490,0,49.8,0.42,7.92,8.77
1780985187,70322,3505481,0,49.8,0.41,7.86,8.60
1780985247,70382,3508472,0,49.8,0.42,8.01,8.92
1780985307,70442,3511463,0,49.8,0.43,8.11,9.04
1780985367,70502,3514454,0,49.8,0.42,8.03,8.72
1780985427,70562,3517445,0,49.8,0.39,7.94,8.35
1780985487,70622,3520436,0,49.8,0.40,7.88,8.64
1780985547,70682,3523427,0,49.8,0.42,7.86,8.18
1780985607,70742,3526418,0,49.8,0.42,7.92,8.45
1780985667,70802,3529409,0,49.8,0.42,7.97,8.71
1780985727,70862,3532400,0,49.8,0.42,7.90,8.43
1780985787,70922,3535391,0,49.8,0.41,7.83,8.16
1780985847,70982,3538382,0,49.8,0.41,7.90,8.23
1780985907,71042,3541373,0,49.8,0.40,7.88,8.34
1780985967,71102,3544364,0,49.8,0.41,7.95,8.55
1780986027,71162,3547355,0,49.8,0.41,7.97,8.55
1780986087,71222,3550346,0,49.8,0.42,7.96,8.51
1780986147,71282,3553337,0,49.8,0.43,7.99,8.68
1780986207,71342,3556328,0,49.8,0.43,7.96,8.68
1780986267,71402,3559319,0,49.8,0.42,7.94,8.89
1780986327,71462,3562310,0,49.8,0.43,7.96,8.89
1780986387,71522,3565301,0,49.8,0.40,7.95,8.41
1780986447,71582,3568292,0,49.8,0.42,7.93,8.44
1780986507,71642,3571283,0,49.8,0.42,7.94,8.44
1780986567,71702,3574274,0,49.8,0.40,7.99,8.50
1780986627,71762,3577265,0,49.8,0.41,7.92,8.50
1780986687,71822,3580256,0,49.8,0.40,7.87,8.45
1780986747,71882,3583247,0,49.8,0.39,7.87,8.48
1780986807,71942,3586238,0,49.8,0.40,7.90,8.61
1780986867,72002,3589229,0,49.8,0.41,7.86,8.61
1780986927,72062,3592220,0,49.8,0.41,7.87,8.31
1780986987,72122,3595211,0,49.8,0.41,7.86,8.28
1780987047,72182,3598202,0,49.8,0.42,7.90,8.60
1780987107,72242,3601193,0,49.8,0.41,7.90,8.45
1780987167,72302,3604184,0,49.8,0.41,7.94,9.05
1780987227,72362,3607175,0,49.8,0.41,7.97,8.46
1780987287,72422,3610166,0,49.8,0.39,7.89,8.75
1780987347,72482,3613157,0,49.8,0.39,7.91,8.99
1780987407,72542,3616148,0,49.8,0.40,7.85,8.34
1780987467,72602,3619139,0,49.8,0.41,7.84,8.48
1780987527,72662,3622130,0,49.8,0.41,7.84,8.58
1780987587,72722,3625121,0,49.8,0.39,7.87,8.58
1780987647,72782,3628112,0,49.8,0.41,7.92,8.53
1780987707,72842,3631103,0,49.8,0.41,7.94,8.29
1780987767,72902,3634094,0,49.8,0.41,7.93,8.74
1780987827,72962,3637085,0,49.8,0.43,8.02,8.74
1780987887,73022,3640076,0,49.8,0.42,7.97,8.51
1780987947,73082,3643067,0,49.8,0.41,7.91,8.34
1780988007,73142,3646058,0,49.8,0.43,7.94,8.45
1780988067,73202,3649049,0,49.8,0.42,7.96,8.76
1780988127,73262,3652040,0,49.8,0.42,8.01,8.77
1780988187,73322,3655031,0,49.8,0.39,7.95,8.52
1780988247,73382,3658022,0,49.8,0.40,7.88,8.66
1780988307,73442,3661013,0,49.8,0.41,7.90,8.89
1780988367,73502,3664004,0,49.8,0.41,7.93,8.36
1780988427,73562,3666995,0,49.8,0.40,7.95,8.49
1780988487,73622,3669986,0,49.8,0.40,7.87,8.49
1780988547,73682,3672977,0,49.8,0.38,7.84,8.66
1780988607,73742,3675968,0,49.8,0.41,7.89,8.66
1780988667,73802,3678959,0,49.8,0.40,7.94,8.41
1780988727,73862,3681950,0,49.8,0.40,8.01,8.60
1780988787,73922,3684941,0,49.8,0.41,7.96,8.55
1780988847,73982,3687932,0,49.8,0.41,7.93,8.63
1780988907,74042,3690923,0,49.8,0.43,7.97,9.06
1780988967,74102,3693914,0,49.8,0.42,7.90,9.06
1780989027,74162,3696905,0,49.8,0.41,7.94,8.42
1780989087,74222,3699896,0,49.8,0.40,7.89,8.34
1780989147,74282,3702887,0,49.8,0.42,8.00,8.47
1780989207,74342,3705878,0,49.8,0.42,7.97,8.62
1780989267,74402,3708869,0,49.8,0.41,7.94,8.55
1780989327,74462,3711860,0,49.8,0.41,7.89,8.45
1780989387,74522,3714851,0,49.8,0.41,7.88,8.45
1780989447,74582,3717842,0,49.8,0.39,7.84,8.31
1780989507,74642,3720833,0,49.8,0.40,7.83,8.79
1780989567,74702,3723824,0,49.8,0.41,7.85,8.26
1780989627,74762,3726815,0,49.8,0.39,7.87,8.61
1780989687,74822,3729806,0,49.8,0.40,7.88,8.96
1780989747,74882,3732797,0,49.8,0.40,7.89,8.85
1780989807,74942,3735788,0,49.8,0.40,7.86,8.72
1780989867,75002,3738779,0,49.8,0.41,7.91,8.72
1780989927,75063,3741770,0,49.8,0.41,7.85,8.45
1780989987,75123,3744761,0,49.8,0.41,7.92,8.45
1780990047,75183,3747752,0,49.8,0.41,7.92,8.68
1780990107,75243,3750743,0,49.8,0.42,7.90,8.68
1780990167,75303,3753734,0,49.8,0.41,7.86,8.33
1780990227,75363,3756725,0,49.8,0.41,7.89,8.52
1780990287,75423,3759716,0,49.8,0.41,7.82,8.34
1780990347,75483,3762707,0,49.8,0.42,7.86,8.19
1780990407,75543,3765698,0,49.8,0.41,7.93,8.30
1780990467,75603,3768689,0,49.8,0.41,7.87,8.60
1780990527,75663,3771680,0,49.8,0.41,7.85,8.54
1780990587,75723,3774671,0,49.8,0.40,7.86,8.36
1780990647,75783,3777662,0,49.8,0.40,7.86,8.36
1780990707,75843,3780653,0,49.8,0.40,7.86,8.32
1780990767,75903,3783644,0,49.8,0.40,8.42,8.83
1780990827,75963,3786635,0,49.8,0.41,8.44,9.01
1780990887,76023,3789626,0,49.8,0.41,7.92,9.01
1780990947,76083,3792617,0,49.8,0.41,7.83,8.63
1780991007,76143,3795608,0,49.8,0.41,7.84,8.21
1780991067,76203,3798599,0,49.8,0.40,7.90,8.45
1780991127,76263,3801590,0,49.8,0.41,7.90,8.47
1780991187,76323,3804581,0,49.8,0.41,7.88,8.87
1780991247,76383,3807572,0,49.8,0.42,7.89,8.77
1780991307,76443,3810563,0,49.8,0.41,7.86,8.92
1780991367,76503,3813554,0,49.8,0.40,7.86,8.42
1780991427,76563,3816545,0,49.8,0.38,7.87,8.85
1780991487,76623,3819536,0,49.8,0.41,7.92,8.52
1780991547,76683,3822527,0,49.8,0.41,7.87,8.28
1780991607,76743,3825518,0,49.8,0.41,7.82,8.20
1780991667,76803,3828509,0,49.8,0.40,7.85,8.62
1780991727,76863,3831500,0,49.8,0.41,7.86,8.62
1780991787,76923,3834491,0,49.8,0.41,7.84,8.12
1780991847,76983,3837482,0,49.8,0.41,7.86,8.73
1780991907,77043,3840473,0,49.8,0.42,7.89,8.59
1780991967,77103,3843464,0,49.8,0.40,7.88,8.18
1780992027,77163,3846455,0,49.8,0.40,7.98,8.51
1780992087,77223,3849446,0,49.8,0.41,7.99,8.56
1780992147,77283,3852437,0,49.8,0.40,7.94,8.42
1780992207,77343,3855428,0,49.8,0.41,7.93,8.34
1780992267,77403,3858419,0,49.8,0.42,7.94,8.83
1780992327,77463,3861410,0,49.8,0.41,7.99,8.97
1780992387,77523,3864401,0,49.8,0.42,7.93,8.53
1780992447,77583,3867392,0,49.8,0.42,7.97,8.53
1780992507,77643,3870383,0,49.8,0.41,7.96,8.59
1780992567,77703,3873374,0,49.8,0.41,7.93,8.23
1780992627,77763,3876365,0,49.8,0.41,8.00,8.35
1780992687,77823,3879356,0,49.8,0.40,7.98,8.35
1780992747,77883,3882347,0,49.8,0.40,7.96,8.33
1780992807,77943,3885338,0,49.8,0.39,7.92,8.71
1780992867,78003,3888329,0,49.8,0.41,7.96,8.71
1780992927,78063,3891320,0,49.8,0.41,7.93,8.58
1780992987,78123,3894311,0,49.8,0.41,7.86,8.27
1780993047,78183,3897302,0,49.8,0.40,7.80,8.26
1780993107,78243,3900293,0,49.8,0.41,7.86,8.35
1780993167,78303,3903284,0,49.8,0.41,7.75,8.35
1780993227,78363,3906275,0,49.8,0.39,7.72,8.30
1780993287,78423,3909266,0,49.8,0.40,7.76,8.18
1780993347,78483,3912257,0,49.8,0.40,7.80,8.24
1780993407,78543,3915248,0,49.8,0.37,7.80,8.73
1780993467,78603,3918239,0,49.8,0.37,7.77,8.51
1780993527,78663,3921230,0,49.8,0.40,7.77,8.24
1780993587,78723,3924221,0,49.8,0.40,7.81,8.39
1780993647,78783,3927212,0,49.8,0.41,7.80,8.68
1780993707,78843,3930203,0,49.8,0.40,7.80,8.68
1780993767,78903,3933194,0,49.8,0.41,7.82,8.25
1780993827,78963,3936185,0,49.8,0.40,7.86,8.47
1780993887,79023,3939176,0,49.8,0.40,7.83,8.24
1780993947,79083,3942167,0,49.8,0.40,7.83,8.66
1780994007,79143,3945158,0,49.8,0.40,7.79,8.66
1780994067,79203,3948149,0,49.8,0.41,7.77,8.12
1780994127,79263,3951140,0,49.8,0.38,7.77,8.31
1780994187,79323,3954131,0,49.8,0.39,7.77,8.64
1780994247,79383,3957122,0,49.8,0.41,7.82,8.33
1780994307,79443,3960113,0,49.8,0.41,7.84,8.52
1780994367,79503,3963104,0,49.8,0.41,7.87,8.52
1780994427,79563,3966095,0,49.8,0.41,7.81,8.70
1780994487,79623,3969086,0,49.8,0.41,7.80,8.70
1780994547,79683,3972078,0,49.8,0.39,7.74,8.15
1780994607,79743,3975069,0,49.8,0.39,7.85,8.34
1780994667,79803,3978060,0,49.8,0.39,7.85,8.40
1780994727,79863,3981051,0,49.8,0.40,7.85,8.40
1780994787,79923,3984042,0,49.8,0.39,7.87,8.37
1780994847,79983,3987034,0,49.8,0.37,7.81,8.73
1780994907,80043,3990025,0,49.8,0.37,7.81,8.16
1780994967,80103,3993016,0,49.8,0.39,7.82,8.25
1780995027,80163,3996007,0,49.8,0.40,7.88,8.72
1780995087,80223,3998998,0,49.8,0.41,7.93,8.41
1780995147,80283,4001989,0,49.8,0.40,7.86,8.29
1780995207,80343,4004980,0,49.8,0.39,7.85,8.39
1780995267,80403,4007971,0,49.8,0.41,7.83,8.39
1780995327,80463,4010962,0,49.8,0.39,7.81,8.15
1780995387,80523,4013953,0,49.8,0.39,7.84,8.68
1780995447,80583,4016944,0,49.8,0.38,7.86,8.78
1780995507,80643,4019935,0,49.8,0.39,7.83,8.20
1780995567,80703,4022926,0,49.8,0.40,7.83,8.20
1780995627,80763,4025917,0,49.8,0.40,7.90,8.58
1780995687,80823,4028908,0,49.8,0.41,7.84,8.57
1780995747,80883,4031899,0,49.8,0.42,7.91,9.82
1780995807,80943,4034890,0,49.8,0.40,7.93,9.82
1780995867,81003,4037881,0,49.8,0.41,7.93,8.27
1780995927,81063,4040872,0,49.8,0.42,7.89,8.32
1780995987,81123,4043863,0,49.8,0.43,7.89,8.73
1780996047,81183,4046854,0,49.8,0.40,7.93,8.73
1780996107,81243,4049845,0,49.8,0.39,7.89,8.36
1780996167,81303,4052836,0,49.8,0.42,7.86,8.26
1780996227,81363,4055827,0,49.8,0.41,7.88,8.58
1780996287,81423,4058819,0,49.8,0.41,7.81,8.37
1780996347,81483,4061810,0,49.8,0.40,7.85,8.62
1780996407,81543,4064801,0,49.8,0.38,7.81,8.71
1780996467,81603,4067792,0,49.8,0.39,7.84,8.46
1780996527,81663,4070783,0,49.8,0.41,7.87,8.77
1780996587,81723,4073774,0,49.8,0.40,7.85,8.62
1780996647,81783,4076765,0,49.8,0.41,7.83,8.81
1780996707,81843,4079756,0,49.8,0.40,7.84,8.81
1780996767,81903,4082747,0,49.8,0.39,7.82,8.27
1780996827,81963,4085738,0,49.8,0.40,7.82,8.31
1780996887,82023,4088729,0,49.8,0.39,7.80,8.31
1780996947,82083,4091720,0,49.8,0.39,7.80,8.23
1780997007,82143,4094711,0,49.8,0.41,7.89,8.72
1780997067,82203,4097702,0,49.8,0.40,7.90,8.32
1780997127,82263,4100693,0,49.8,0.40,7.86,8.51
1780997187,82323,4103684,0,49.8,0.39,7.81,8.57
1780997247,82383,4106675,0,49.8,0.38,7.85,8.67
1780997307,82443,4109666,0,49.8,0.40,7.86,8.67
1780997367,82503,4112657,0,49.8,0.41,7.85,8.38
1780997427,82563,4115648,0,49.8,0.39,7.87,8.65
1780997487,82623,4118639,0,49.8,0.40,7.82,8.70
1780997547,82683,4121630,0,49.8,0.39,7.82,8.70
1780997607,82743,4124621,0,49.8,0.40,7.83,8.53
1780997667,82803,4127613,0,49.8,0.40,7.81,8.31
1780997727,82863,4130604,0,49.8,0.40,7.84,8.31
1780997787,82923,4133595,0,49.8,0.41,7.81,8.35
1780997847,82983,4136586,0,49.8,0.41,7.78,8.32
1780997907,83043,4139577,0,49.8,0.41,7.77,8.49
1780997967,83103,4142568,0,49.8,0.41,7.84,8.49
1780998027,83163,4145559,0,49.8,0.41,7.88,8.17
1780998087,83223,4148550,0,49.8,0.39,7.78,8.11
1780998147,83283,4151541,0,49.8,0.39,7.82,9.06
1780998207,83343,4154532,0,49.8,0.41,7.83,9.06
1780998267,83403,4157523,0,49.8,0.41,7.83,8.21
1780998327,83463,4160514,0,49.8,0.40,7.82,8.22
1780998387,83523,4163505,0,49.8,0.39,7.83,8.23
1780998447,83583,4166496,0,49.8,0.40,7.86,8.23
1780998507,83643,4169487,0,49.8,0.40,7.84,8.53
1780998567,83703,4172478,0,49.8,0.40,7.85,8.66
1780998627,83763,4175469,0,49.8,0.41,7.83,8.20
1780998687,83823,4178460,0,49.8,0.38,7.79,8.17
1780998747,83883,4181451,0,49.8,0.37,7.86,8.39
1780998807,83943,4184442,0,49.8,0.39,7.88,8.39
1780998867,84003,4187433,0,49.8,0.39,7.82,8.25
1780998927,84063,4190424,0,49.8,0.39,7.86,8.71
1780998987,84123,4193415,0,49.8,0.42,7.91,8.28
1780999047,84183,4196406,0,49.8,0.40,7.84,8.35
1780999107,84243,4199397,0,49.8,0.40,7.87,8.65
1780999167,84303,4202388,0,49.8,0.41,7.85,8.47
1780999227,84363,4205379,0,49.8,0.40,7.95,8.47
1780999287,84423,4208370,0,49.8,0.41,7.95,8.52
1780999347,84483,4211361,0,49.8,0.41,7.89,8.44
1780999407,84543,4214352,0,49.8,0.41,7.92,8.53
1780999467,84603,4217343,0,49.8,0.42,7.94,8.76
1780999527,84663,4220334,0,49.8,0.42,7.93,8.32
1780999587,84723,4223325,0,49.8,0.41,8.00,8.63
1780999647,84783,4226316,0,49.8,0.44,8.02,8.44
1780999707,84843,4229307,0,49.8,0.43,7.98,8.34
1780999767,84903,4232298,0,49.8,0.43,7.93,8.33
1780999827,84963,4235289,0,49.8,0.41,7.94,8.47
1780999887,85023,4238280,0,49.8,0.39,7.89,8.27
1780999947,85083,4241271,0,49.8,0.40,7.82,8.25
1781000007,85143,4244262,0,49.8,0.39,7.79,8.25
1781000067,85203,4247253,0,49.8,0.40,7.83,8.42
1781000127,85263,4250244,0,49.8,0.41,7.88,8.42
1781000187,85323,4253235,0,49.8,0.42,7.89,8.25
1781000247,85383,4256226,0,49.8,0.41,7.91,8.27
1781000307,85443,4259217,0,49.8,0.41,7.86,8.27
1781000367,85503,4262208,0,49.8,0.40,7.82,8.16
1781000427,85563,4265199,0,49.8,0.38,7.79,8.36
1781000487,85623,4268190,0,49.8,0.40,7.94,8.45
1781000547,85683,4271181,0,49.8,0.40,8.00,8.37
1781000607,85743,4274172,0,49.8,0.44,7.96,8.59
1781000667,85803,4277163,0,49.8,0.42,7.91,8.31
1781000727,85863,4280154,0,49.8,0.42,7.96,8.41
1781000787,85923,4283145,0,49.8,0.39,7.90,8.23
1781000847,85983,4286136,0,49.8,0.40,7.90,8.29
1781000907,86043,4289127,0,49.8,0.42,7.90,8.61
1781000967,86103,4292118,0,49.8,0.42,7.92,8.61
1781001027,86163,4295109,0,49.8,0.42,7.97,8.49
1781001087,86223,4298100,0,49.8,0.39,7.92,8.84
1781001147,86283,4301091,0,49.8,0.41,7.87,8.25
1781001207,86343,4304082,0,49.8,0.41,7.94,8.27
